Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,OperatingSystems,Browser,Region,TrafficType,Weekend,Month_Aug,Month_Dec,Month_Feb,Month_Jul,Month_June,Month_Mar,Month_May,Month_Nov,Month_Oct,Month_Sep,VisitorType_New_Visitor,VisitorType_Other,VisitorType_Returning_Visitor,Revenue_int
6,95.07332549430441,0,0.0,92,2893.5165869671664,0.0038925000901389195,0.022516873795118766,4.820963423313338,0.0,2,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
0,0.0,0,0.0,47,1093.833333,0.004444444,0.018518519,0.0,0.0,2,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4,290.34829922954907,1,63.21132073548307,97,4979.004260983946,0.0065617706653719,0.0178512641729986,4.831302823339253,0.0,2,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,24.640427593505617,0,3.322304844068173,59,5469.6312486726365,0.013917826960919899,0.03559777754820109,10.124974454989918,0.05537174740113622,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
10,115.2497853726895,2,83.52022312952633,153,5397.1047921629215,0.006392159126362571,0.01785691901129739,13.728543136761422,0.02007491036597149,2,2,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
7,194.0833333,1,71.25,15,446.25,0.0,0.015686275,0.0,0.0,2,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7,268.48940755026155,4,250.3241925012116,42,470.2434824522536,0.004333216986969541,0.01948580683810027,13.333816671085291,0.0,1,3,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1,3.036639295504987,0,0.0,8,133.39465505060576,0.054337277182895945,0.04229867443226149,4.802824220134088,0.0,2,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
0,0.0,0,0.0,17,857.0,0.023529412,0.076470588,0.0,0.0,4,2,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4,485.3333333,2,18.0,19,345.3833333,0.0,0.005797101,0.0,0.0,3,2,3,8,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0.0,0,0.0,33,2861.966667,0.0,0.034375,0.0,0.0,2,2,9,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0.0,0,0.0,6,142.125,0.0,0.033333333,0.0,0.0,3,2,6,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
8,122.1,2,0.0,20,695.19375,0.012098765,0.058821329,0.0,0.0,1,1,8,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
7,243.7469512,1,1073.0,33,4931.198912,0.016666667,0.028235129,25.10043261,0.0,3,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4,132.9848837400022,0,0.0,16,771.9692419842739,0.0023013243209309107,0.0034519865849559615,60.47640164283381,0.0,1,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,79.1,0,0.0,36,1081.108333,0.025,0.025972222,0.0,0.0,1,2,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4,37.17964560628659,0,0.0,12,136.9024810146225,0.007223628582599925,0.01771357659106144,0.0,0.0,1,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.0,0,0.0,2,47.663920802733344,0.0,0.049071946729803355,28.749131034767526,0.0,2,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,94.0,0,0.0,54,1210.921324,0.005454545,0.008671329,0.0,0.0,2,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3,137.0,4,219.0,22,924.0,0.007142857,0.028571429,29.90282143,0.2,2,2,9,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
4,34.93333333,0,0.0,2,22.8,0.0,0.028571429,0.0,0.0,2,2,4,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0.0,0,0.0,15,418.375,0.0,0.013333333,13.18554515,0.0,3,2,1,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,16.65940426217974,0,5.125970541746271,83,3565.732659350198,0.005457998597302048,0.013555094114666412,92.01582581207057,0.0,2,2,2,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1,65.5,0,0.0,51,1544.855159,0.012244898,0.027755102,0.0,0.0,3,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2,36.0,0,0.0,15,2190.666667,0.0,0.004444444,0.0,0.0,2,2,3,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,92.75,2,7.0,23,1347.9625,0.008333333,0.020833333,32.4141704,0.0,2,2,6,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7,279.24472848969197,0,0.0,17,836.5878201399256,0.0,0.01821394747660802,35.21431630099858,0.0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0.0,2,38.2,121,3362.749679,0.025170765,0.042322417,4.212415755,0.0,1,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0.0,0,0.0,17,1059.575,0.0,0.011764706,62.76294758,0.0,2,2,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0,0.0,0,0.0,14,1049.05,0.0,0.016666667,0.0,0.0,3,2,1,20,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0.0,0,0.0,16,241.4,0.029166667,0.045833333,0.0,0.0,3,2,6,13,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0.0,0,0.0,21,436.8125,0.001904762,0.028338002,0.0,0.4,2,2,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0.0,0,0.0,5,162.21309699254343,0.012123282647290703,0.024648396876877688,0.0,0.0,2,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,235.45849471201052,0,117.16053510610593,140,4068.128461930735,0.003955550642479814,0.013237228824692051,12.553954430960959,0.0,2,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,0.0,4,154.8333333,224,5209.958128,0.008311643,0.021844997,0.0,0.0,1,2,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
0,0.0,0,0.0,6,103.0,0.0,0.05,0.0,0.6,2,10,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0.0,0,0.0,3,65.5,0.066666667,0.1,0.0,0.0,3,2,1,13,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0.0,0,0.0,5,131.5,0.04,0.093333333,0.0,0.6,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0.0,0,0.0,19,1056.658333,0.005882353,0.041176471,0.0,0.0,1,1,1,8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0.0,0,0.0,9,891.5,0.0,0.0125,0.0,0.0,1,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8,186.5,0,0.0,57,1925.102381,0.005,0.0175,23.4154,0.0,2,2,3,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
